"YearMonth","AnimalType","ATC","ProductName","PackType","PackageSize","Substanse","Price","UnitsSold","ActiveSubstanceVolume","ActiveSubstanceUnit","RealPrice","Year","Month","RealPricePerUnit","Date","KgActiveSubstance","RealPricePerKgActiveSubstance"
200804,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",41509,103,515,"g",58049.1598091234,2008,4,563.584075816732,"2008-04-01",0.515,112716.815163346
200804,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",42720,240,300,"g",59742.7089798779,2008,4,248.927954082824,"2008-04-01",0.3,199142.36326626
200804,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",6320,10,2000,"g",8838.34084159242,2008,4,883.834084159242,"2008-04-01",2,4419.17042079621
200804,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",6320,10,2500,"g",8838.34084159242,2008,4,883.834084159242,"2008-04-01",2.5,3535.33633663697
200804,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",828,8,160,"g",1157.93452798078,2008,4,144.741815997597,"2008-04-01",0.16,7237.09079987988
200804,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",828,8,200,"g",1157.93452798078,2008,4,144.741815997597,"2008-04-01",0.2,5789.6726399039
200804,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",3822,26,1378,"g",5344.95865451997,2008,4,205.575332866153,"2008-04-01",1.378,3878.77986539911
200804,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",10815,21,5565,"g",15124.4709180098,2008,4,720.21290085761,"2008-04-01",5.565,2717.78453153815
200804,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","10 x 100 milliliter","tiamulinvätefumarat",2196,1,200,"g",3071.04374812294,2008,4,3071.04374812294,"2008-04-01",0.2,15355.2187406147
200804,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",34424.5,121,2420,"g",48141.6873894617,2008,4,397.865185036874,"2008-04-01",2.42,19893.2592518437
200804,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",27565,37,4625,"g",38548.871091534,2008,4,1041.86138085227,"2008-04-01",4.625,8334.89104681816
200804,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",118921,38,23750,"g",166307.647345413,2008,4,4376.51703540561,"2008-04-01",23.75,7002.42725664897
200804,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",592.5,1,360,"g",828.594453899289,2008,4,828.594453899289,"2008-04-01",0.36,2301.65126083136
200804,"Svin - 120","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",423,3,72,"g",591.553508859746,2008,4,197.184502953249,"2008-04-01",0.072,8216.02095638536
200804,"Svin - 120","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",795,2,40,"g",1111.78496345981,2008,4,555.892481729903,"2008-04-01",0.04,27794.6240864952
200804,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",319233,888,40709.93,"g",446438.300931024,2008,4,502.745834381784,"2008-04-01",40.70993,10966.3244552625
200805,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",8229,13,1469,"g",11457.5544702482,2008,5,881.350343865245,"2008-05-01",1.469,7799.56056517917
200805,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",6845,74,836.2,"g",9530.55782584139,2008,5,128.79132197083,"2008-05-01",0.8362,11397.4621213124
200805,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",4235,11,1210,"g",5896.55403834014,2008,5,536.050367121831,"2008-05-01",1.21,4873.18515565301
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5074,59,1770,"g",7064.72613708097,2008,5,119.741120967474,"2008-05-01",1.77,3991.3706989158
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",59250,100,36000,"g",82496.062992126,2008,5,824.96062992126,"2008-05-01",36,2291.55730533683
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",10233,9,8100,"g",14247.8010565135,2008,5,1583.08900627928,"2008-05-01",8.1,1758.98778475475
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",810,6,450,"g",1127.7942788797,2008,5,187.965713146616,"2008-05-01",0.45,2506.20950862156
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",19775,10,14400,"g",27533.4961294395,2008,5,2753.34961294395,"2008-05-01",14.4,1912.04834232219
200805,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",3938,1,2880,"g",5483.02946941759,2008,5,5483.02946941759,"2008-05-01",2.88,1903.82967688111
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","10 x 5 x 100 milliliter","bensylpenicillinprokainmonohydrat",8354,4,6000,"g",11631.5967972358,2008,5,2907.89919930895,"2008-05-01",6,1938.59946620597
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5103.5,59,1770,"g",7105.80012625004,2008,5,120.437290275424,"2008-05-01",1.77,4014.57634251415
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",2272,2,1800,"g",3163.39333532675,2008,5,1581.69666766338,"2008-05-01",1.8,1757.44074184819
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","25 x 100 milliliter","bensylpenicillinprokainmonohydrat",10291.5,9,6750,"g",14329.2528655437,2008,5,1592.13920728263,"2008-05-01",6.75,2122.85227637684
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",804,6,450,"g",1119.44024718429,2008,5,186.573374530715,"2008-05-01",0.45,2487.64499374287
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",51205,190,28500,"g",71294.6988272036,2008,5,375.235256985282,"2008-05-01",28.5,2501.56837990188
200805,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","50 x 100 milliliter","bensylpenicillinprokainmonohydrat",8200,4,6000,"g",11417.1766503871,2008,5,2854.29416259676,"2008-05-01",6,1902.86277506452
200805,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",11407.5,83,1992,"g",15883.1027608891,2008,5,191.362683866133,"2008-05-01",1.992,7973.44516108891
200805,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin, trimetoprim",26700,24,6912,"g",37175.441044553,2008,5,1548.97671018971,"2008-05-01",6.912,5378.39135482538
200805,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., oral pasta 288,3 mg/g + 58,0 mg/g","Förfylld spruta","5 x 52 gram","sulfadiazin",1030,2,149.916,"g",1434.10877437789,2008,5,717.054387188943,"2008-05-01",0.149916,9566.08216853365
200805,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., oral pasta 288,3 mg/g + 58,0 mg/g","Förfylld spruta","5 x 52 gram","trimetoprim",1030,2,30.16,"g",1434.10877437789,2008,5,717.054387188943,"2008-05-01",0.03016,47550.0256756595
200805,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","sulfadiazin",2120.5,1,400,"g",2952.45403501777,2008,5,2952.45403501777,"2008-05-01",0.4,7381.13508754442
200805,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","trimetoprim",2120.5,1,80,"g",2952.45403501777,2008,5,2952.45403501777,"2008-05-01",0.08,36905.6754377221
200805,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",2660,10,400,"g",3703.62071829629,2008,5,370.362071829629,"2008-05-01",0.4,9259.05179574072
200805,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",2660,10,80,"g",3703.62071829629,2008,5,370.362071829629,"2008-05-01",0.08,46295.2589787036
200805,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",197955,498,9960,"g",275620.390710655,2008,5,553.454599820592,"2008-05-01",9.96,27672.7299910296
200805,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",121680,240,28800,"g",169419.762782817,2008,5,705.915678261736,"2008-05-01",28.8,5882.63065218115
200805,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",12166,14,70,"g",16939.1916010499,2008,5,1209.94225721785,"2008-05-01",0.07,241988.45144357
200805,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",44330,11,660,"g",61722.3708428851,2008,5,5611.12462208047,"2008-05-01",0.66,93518.7437013411
200805,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",54002,134,670,"g",75189.0699358783,2008,5,561.112462208047,"2008-05-01",0.67,112222.492441609
200805,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",45924,258,322.5,"g",63941.7585966311,2008,5,247.836273630353,"2008-05-01",0.3225,198269.018904282
200805,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",7584,12,2400,"g",10559.4960629921,2008,5,879.958005249344,"2008-05-01",2.4,4399.79002624671
200805,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",7584,12,3000,"g",10559.4960629921,2008,5,879.958005249344,"2008-05-01",3,3519.83202099737
200805,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",1035,10,200,"g",1441.07046745739,2008,5,144.107046745739,"2008-05-01",0.2,7205.35233728695
200805,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",1035,10,250,"g",1441.07046745739,2008,5,144.107046745739,"2008-05-01",0.25,5764.28186982956
200805,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",7350,50,2650,"g",10233.6888268713,2008,5,204.673776537427,"2008-05-01",2.65,3861.76936863068
200805,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","25 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",2350,1,1325,"g",3271.99574736702,2008,5,3271.99574736702,"2008-05-01",1.325,2469.43075272983
200805,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",7725,15,3975,"g",10755.8158078341,2008,5,717.054387188943,"2008-05-01",3.975,2705.86561203374
200805,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","10 x 100 milliliter","tiamulinvätefumarat",6588,3,600,"g",9172.72680155487,2008,5,3057.57560051829,"2008-05-01",0.6,15287.8780025915
200805,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",36985,130,2600,"g",51495.6437090933,2008,5,396.120336223795,"2008-05-01",2.6,19806.0168111897
200805,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",35015,47,5875,"g",48752.7366357686,2008,5,1037.29226884614,"2008-05-01",5.875,8298.33815076912
200805,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",90755.5,29,18125,"g",126362.387255391,2008,5,4357.32369846174,"2008-05-01",18.125,6971.71791753881
200805,"Svin - 120","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",269.5,1,150,"g",375.235256985282,2008,5,375.235256985282,"2008-05-01",0.15,2501.56837990188
200805,"Svin - 120","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",345,2,2.5,"g",480.356822485797,2008,5,240.178411242898,"2008-05-01",0.0025,192142.728994319
200805,"Svin - 120","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",424.5,3,159,"g",591.047742449915,2008,5,197.015914149972,"2008-05-01",0.159,3717.28139905607
200805,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",314476,808,40753.6,"g",437857.078574039,2008,5,541.90232496787,"2008-05-01",40.7536,10744.0098193543
200806,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",5697,9,1017,"g",7893.86265498429,2008,6,877.095850553811,"2008-06-01",1.017,7761.91018189212
200806,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",3422.5,37,418.1,"g",4742.27574805753,2008,6,128.169614812366,"2008-06-01",0.4181,11342.4437887049
200806,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",2310,6,660,"g",3200.77632666556,2008,6,533.462721110927,"2008-06-01",0.66,4849.66110100842
200806,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",8084,94,2820,"g",11201.331525872,2008,6,119.163101339064,"2008-06-01",2.82,3972.10337796879
200806,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",58657.5,99,35640,"g",81276.8560092577,2008,6,820.978343527856,"2008-06-01",35.64,2280.49539868849
200806,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",7959,7,6300,"g",11028.1293436932,2008,6,1575.44704909902,"2008-06-01",6.3,1750.49672122114
200806,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",2757,24,1800,"g",3820.14733013721,2008,6,159.172805422384,"2008-06-01",1.8,2122.30407229845
200806,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",19775,10,14400,"g",27400.5852206976,2008,6,2740.05852206976,"2008-06-01",14.4,1902.818418104
200806,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5401,64,1920,"g",7483.71988758472,2008,6,116.933123243511,"2008-06-01",1.92,3897.77077478371
200806,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",2272,2,1800,"g",3148.12286328319,2008,6,1574.06143164159,"2008-06-01",1.8,1748.95714626844
200806,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","25 x 100 milliliter","bensylpenicillinprokainmonohydrat",6861,6,4500,"g",9506.72137543396,2008,6,1584.45356257233,"2008-06-01",4.5,2112.60475009644
200806,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",56056,208,31200,"g",77672.172193751,2008,6,373.423904777649,"2008-06-01",31.2,2489.49269851766
200806,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","50 x 100 milliliter","bensylpenicillinprokainmonohydrat",10250,5,7500,"g",14202.5789386675,2008,6,2840.51578773351,"2008-06-01",7.5,1893.67719182233
200806,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin, trimetoprim",10150,70,1680,"g",14064.0171929244,2008,6,200.914531327492,"2008-06-01",1.68,8371.43880531214
200806,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin, trimetoprim",23362.5,21,6048,"g",32371.4878492313,2008,6,1541.49942139197,"2008-06-01",6.048,5352.42854649988
200806,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",1596,6,240,"g",2211.44546205984,2008,6,368.574243676641,"2008-06-01",0.24,9214.356091916
200806,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",1596,6,48,"g",2211.44546205984,2008,6,368.574243676641,"2008-06-01",0.048,46071.78045958
200806,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",168937.5,425,8500,"g",234082.749214746,2008,6,550.782939328815,"2008-06-01",8.5,27539.1469664407
200806,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",120666,238,28560,"g",167196.916118367,2008,6,702.508050917507,"2008-06-01",28.56,5854.2337576459
200806,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",10428,12,60,"g",14449.2188460903,2008,6,1204.10157050752,"2008-06-01",0.06,240820.314101505
200806,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",28210,7,420,"g",39088.268474128,2008,6,5584.03835344685,"2008-06-01",0.42,93067.305890781
200806,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",51181,127,635,"g",70917.287088775,2008,6,558.403835344685,"2008-06-01",0.635,111680.767068937
200806,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",32396,182,227.5,"g",44888.463150934,2008,6,246.639907422715,"2008-06-01",0.2275,197311.925938171
200806,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",8216,13,2600,"g",11384.2330302529,2008,6,875.71023309638,"2008-06-01",2.6,4378.55116548188
200806,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",8216,13,3250,"g",11384.2330302529,2008,6,875.71023309638,"2008-06-01",3.25,3502.84093238551
200806,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",621,6,120,"g",860.468441064639,2008,6,143.411406844106,"2008-06-01",0.12,7170.57034220533
200806,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",621,6,150,"g",860.468441064639,2008,6,143.411406844106,"2008-06-01",0.15,5736.45627376426
200806,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",2352,16,848,"g",3258.97225987767,2008,6,203.685766242354,"2008-06-01",0.848,3843.12766495008
200806,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat, dihydrostreptomycinsulfat",7725,15,3975,"g",10703.8948586543,2008,6,713.592990576955,"2008-06-01",3.975,2692.80373802624
200806,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",54624,192,3840,"g",75687.9679947099,2008,6,394.208166639114,"2008-06-01",3.84,19710.4083319557
200806,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",32780,44,5500,"g",45420.5402545875,2008,6,1032.28500578608,"2008-06-01",5.5,8258.28004628864
200806,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",156475,50,31250,"g",216814.491651513,2008,6,4336.28983303025,"2008-06-01",31.25,6938.06373284842
200806,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",287788.5,866,35746,"g",398764.769647876,2008,6,460.467401440965,"2008-06-01",35.746,11155.5074595165
200807,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",5697,9,1017,"g",7902.74654927013,2008,7,878.082949918904,"2008-07-01",1.017,7770.64557450357
200807,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",3607.5,39,440.7,"g",5004.24050842408,2008,7,128.313859190361,"2008-07-01",0.4407,11355.2087779081
200807,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",4235,11,1210,"g",5874.69398563437,2008,7,534.063089603125,"2008-07-01",1.21,4855.11899639204
200807,"Gris, animalieproduktion - 12","QJ01CE01","Geepenil vet., pulv och vätska till inj-vätska, lösning 24 g","Flaska","4 x 10 x 24 gram","bensylpenicillinnatrium",4148,1,23040,"g",5754.00959915263,2008,7,5754.00959915263,"2008-07-01",23.04,249.739999963222
200807,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5762,67,2010,"g",7992.91304491741,2008,7,119.297209625633,"2008-07-01",2.01,3976.57365418777
