"YearMonth","AnimalType","ATC","ProductName","PackType","PackageSize","Substanse","Price","UnitsSold","ActiveSubstanceVolume","ActiveSubstanceUnit","RealPrice","Year","Month","RealPricePerUnit","Date"
200712,"Svin - 120","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",9315,15,1695,"g",13174.0355021598,2007,12,878.269033477322,2007-12-01
200712,"Svin - 120","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",6588,72,813.6,"g",9317.28887688985,2007,12,129.406789956803,2007-12-01
200712,"Svin - 120","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",9550,25,2750,"g",13506.3917386609,2007,12,540.255669546436,2007-12-01
200712,"Svin - 120","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","6 x 500 gram","oxitetracyklinhydroklorid",1992,1,660,"g",2817.2494600432,2007,12,2817.2494600432,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5246,61,1830,"g",7419.32262419006,2007,12,121.628239740821,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",48585,82,29520,"g",68712.8840442764,2007,12,837.962000539957,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",9096,8,7200,"g",12864.307775378,2007,12,1608.03847192225,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",1080,8,600,"g",1527.42440604752,2007,12,190.92805075594,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",9887.5,5,7200,"g",13983.7118655508,2007,12,2796.74237311015,2007-12-01
200712,"Svin - 120","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",7876,2,5760,"g",11138.8839092873,2007,12,5569.44195464363,2007-12-01
200712,"Svin - 120","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","10 x 5 x 100 milliliter","bensylpenicillinprokainmonohydrat",14619.5,7,10500,"g",20676.0936150108,2007,12,2953.72765928726,2007-12-01
200712,"Svin - 120","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",7006.5,81,2430,"g",9909.16583423326,2007,12,122.335380669546,2007-12-01
200712,"Svin - 120","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","25 x 100 milliliter","bensylpenicillinprokainmonohydrat",21726.5,19,14250,"g",30727.3947759179,2007,12,1617.23130399568,2007-12-01
200712,"Svin - 120","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",57673,214,32100,"g",81565.8775647948,2007,12,381.148960583153,2007-12-01
200712,"Svin - 120","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",9870,70,1400,"g",13958.9619330454,2007,12,199.413741900648,2007-12-01
200712,"Svin - 120","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",9870,70,280,"g",13958.9619330454,2007,12,199.413741900648,2007-12-01
200712,"Svin - 120","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin",17152,16,3840,"g",24257.7624190065,2007,12,1516.1101511879,2007-12-01
200712,"Svin - 120","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","trimetoprim",17152,16,768,"g",24257.7624190065,2007,12,1516.1101511879,2007-12-01
200712,"Svin - 120","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","sulfadiazin",4160,2,800,"g",5883.41252699784,2007,12,2941.70626349892,2007-12-01
200712,"Svin - 120","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","10 x 100 milliliter","trimetoprim",4160,2,160,"g",5883.41252699784,2007,12,2941.70626349892,2007-12-01
200712,"Svin - 120","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",2882,11,440,"g",4075.96031317495,2007,12,370.541846652268,2007-12-01
200712,"Svin - 120","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",2882,11,88,"g",4075.96031317495,2007,12,370.541846652268,2007-12-01
200712,"Svin - 120","QJ01FA02","Spiramycin vet inj 260000IE/ml","Injektionsflaska","100 milliliter","spiramycinadepat",189.5,1,26000,"tusen internationella enheter",268.006411987041,2007,12,268.006411987041,2007-12-01
200712,"Svin - 120","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",208687.5,525,10500,"g",295142.94512689,2007,12,562.177038336933,2007-12-01
200712,"Svin - 120","QJ01FA90","Tylan vet., premix till medicinfoder 2 %","Påse","25 kilogram","tylosinfosfat",65496.5,29,18.125,"g",92630.5116765659,2007,12,3194.155575054,2007-12-01
200712,"Svin - 120","QJ01FA90","Tylan vet., premix till medicinfoder 2 %","Påse","5 kilogram","tylosinfosfat",36394,62,7.75,"g",51471.3739200864,2007,12,830.183450323974,2007-12-01
200712,"Svin - 120","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",224094,442,53040,"g",316932.078563715,2007,12,717.040901727862,2007-12-01
200712,"Svin - 120","QJ01FA92","Aivlosin, oralt pulver 8,5 mg/g","Påse","3 kilogram","tylvalosintartrat",710,2,5.1,"procent",1004.1401187905,2007,12,502.070059395248,2007-12-01
200712,"Svin - 120","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",24332,28,140,"g",34412.3061555076,2007,12,1229.01093412527,2007-12-01
200712,"Svin - 120","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",46524,12,720,"g",65798.0491360691,2007,12,5483.17076133909,2007-12-01
200712,"Svin - 120","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",49466.5,127,635,"g",69959.5735016199,2007,12,550.862783477322,2007-12-01
200712,"Svin - 120","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",39847.5,231,288.75,"g",56355.5963147948,2007,12,243.963620410367,2007-12-01
200712,"Svin - 120","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",3100,5,1000,"g",4384.27375809935,2007,12,876.85475161987,2007-12-01
200712,"Svin - 120","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",3100,5,1250,"g",4384.27375809935,2007,12,876.85475161987,2007-12-01
200712,"Svin - 120","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",612,6,120,"g",865.540496760259,2007,12,144.256749460043,2007-12-01
200712,"Svin - 120","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",612,6,150,"g",865.540496760259,2007,12,144.256749460043,2007-12-01
200712,"Svin - 120","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",4245,30,600,"g",6003.62648488121,2007,12,200.120882829374,2007-12-01
200712,"Svin - 120","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",4245,30,990,"g",6003.62648488121,2007,12,200.120882829374,2007-12-01
200712,"Svin - 120","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",11362,23,2300,"g",16069.0704643629,2007,12,698.655237580993,2007-12-01
200712,"Svin - 120","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","dihydrostreptomycinsulfat",11362,23,3795,"g",16069.0704643629,2007,12,698.655237580993,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","10 x 100 milliliter","tiamulinvätefumarat",35136,16,3200,"g",49692.2073434125,2007,12,3105.76295896328,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",15363,54,1080,"g",21727.6121760259,2007,12,402.363188444924,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",40975,55,6875,"g",57950.1991090713,2007,12,1053.6399838013,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",150216,48,30000,"g",212447.76349892,2007,12,4425.99507289417,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., premix till medicinfoder 20 mg/g","Påse","25 kilogram","tiamulinvätefumarat",41211,19,9500,"g",58283.9696274298,2007,12,3067.57734881209,2007-12-01
200712,"Svin - 120","QJ01XQ01","Denagard vet., premix till medicinfoder 20 mg/g","Påse","5 kilogram","tiamulinvätefumarat",1174,2,200,"g",1660.36690064795,2007,12,830.183450323974,2007-12-01
200712,"Svin - 120","QJ01XQ02","Econor, premix till medicinfoder 10 %","Påse","25 kilogram","valnemulinhydroklorid",13377,1,2.6625,"g",18918.8484071274,2007,12,18918.8484071274,2007-12-01
200712,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",271806.5,895,33479.13,"g",384411.001687365,2007,12,429.509499092028,2007-12-01
200801,"Gris, animalieproduktion - 12","J01CE02","Kåvepenin, filmdragerad tablett 1 g","Blister","40 styck","fenoximetylpenicillinkalium",112.5,1,40,"g",160.313169437927,2008,1,160.313169437927,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",6831,11,1243,"g",9734.21564827094,2008,1,884.928695297358,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",4483.5,49,553.7,"g",6389.01417933286,2008,1,130.388044476181,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",3847,10,1100,"g",5481.99789180183,2008,1,548.199789180183,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE01","Geepenil vet., pulv och vätska till inj-vätska, lösning 24 g","Flaska","24 gram","bensylpenicillinnatrium",154,1,576,"g",219.45091638614,2008,1,219.45091638614,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",4730,55,1650,"g",6740.27814614574,2008,1,122.550511748104,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",57472.5,97,34920,"g",81898.6544935224,2008,1,844.316025706416,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",10233,9,8100,"g",14582.0858920739,2008,1,1620.23176578598,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",675,5,375,"g",961.879016627563,2008,1,192.375803325513,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",5932.5,3,4320,"g",8453.84780169336,2008,1,2817.94926723112,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",7876,2,5760,"g",11223.3468666055,2008,1,5611.67343330273,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","10 x 5 x 100 milliliter","bensylpenicillinprokainmonohydrat",10442.5,5,7500,"g",14880.624638716,2008,1,2976.12492774321,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5709,66,1980,"g",8135.35897174334,2008,1,123.263014723384,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",6816,6,5400,"g",9712.84055901255,2008,1,1618.80675983542,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","25 x 100 milliliter","bensylpenicillinprokainmonohydrat",21726.5,19,14250,"g",30960.3917848278,2008,1,1629.49430446462,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",402,3,225,"g",572.85239212486,2008,1,190.950797374953,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",58481.5,217,32550,"g",83336.4854976368,2008,1,384.039103675746,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",10998,78,1560,"g",15672.2154442518,2008,1,200.925839028869,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",10998,78,312,"g",15672.2154442518,2008,1,200.925839028869,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","sulfadiazin",17152,16,3840,"g",24441.702063994,2008,1,1527.60637899963,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Hippotrim vet., inj-vätska, lösning 200 mg/ml + 40 mg/ml","Injektionsflaska","12 x 100 milliliter","trimetoprim",17152,16,768,"g",24441.702063994,2008,1,1527.60637899963,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","sulfadiazin",3668,14,560,"g",5226.92182665171,2008,1,373.35155904655,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01EW10","Tribrissen vet., inj-vätska, suspension 400 mg/ml+80 mg/ml","Injektionsflaska","100 milliliter","trimetoprim",3668,14,112,"g",5226.92182665171,2008,1,373.35155904655,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",224587.5,565,11300,"g",320038.523921249,2008,1,566.439865347343,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., premix till medicinfoder 2 %","Påse","25 kilogram","tylosinfosfat",108408,48,30,"g",154482.045088238,2008,1,3218.3759393383,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., premix till medicinfoder 2 %","Påse","5 kilogram","tylosinfosfat",24654,42,5.25,"g",35132.0967050903,2008,1,836.47849297834,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA90","Tylan vet., pulver till oral lösning 83 % Elanco Denmark ApS","Flaska","120 gram","tylosintartrat",163761,323,38760,"g",233360.39946955,2008,1,722.478016933592,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA92","Aivlosin, oralt pulver 8,5 mg/g","Påse","3 kilogram","tylvalosintartrat",1065,3,7.65,"procent",1517.63133734571,2008,1,505.87711244857,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01FA94","Draxxin, inj-vätska, lösning 100 mg/ml Zoetis Belgium S.A.","Flaska","50 milliliter","tulatromycin",9559,11,55,"g",13621.6318813969,2008,1,1238.33017103608,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","12 x 50 milliliter","enrofloxacin",46524,12,720,"g",66296.9768438233,2008,1,5524.74807031861,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",47908.5,123,615,"g",68269.8975823728,2008,1,555.039817742868,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",40365,234,292.5,"g",57520.3651943283,2008,1,245.813526471488,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","bensylpenicillinprokainmonohydrat",3100,5,1000,"g",4417.51844673399,2008,1,883.503689346799,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","10 x 100 milliliter","dihydrostreptomycinsulfat",3100,5,1250,"g",4417.51844673399,2008,1,883.503689346799,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",204,2,40,"g",290.701213914108,2008,1,145.350606957054,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Ethacilin Comp. vet., inj-vätska, suspension 200 mg/ml+200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",204,2,50,"g",290.701213914108,2008,1,145.350606957054,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",3537.5,25,500,"g",5040.95855010371,2008,1,201.638342004148,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","100 milliliter","dihydrostreptomycinsulfat",3537.5,25,825,"g",5040.95855010371,2008,1,201.638342004148,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",12350,25,2500,"g",17598.823489408,2008,1,703.95293957632,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01RA01","Streptocillin vet., inj-vätska, suspension 250 mg/ml + 200 mg/ml","Injektionsflaska","5 x 100 milliliter","dihydrostreptomycinsulfat",12350,25,4125,"g",17598.823489408,2008,1,703.95293957632,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","10 x 100 milliliter","tiamulinvätefumarat",10980,5,1000,"g",15646.5653371417,2008,1,3129.31306742834,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., inj-vätska, lösning 200 mg/ml","Injektionsflaska","100 milliliter","tiamulinvätefumarat",26743,94,1880,"g",38108.9341358088,2008,1,405.414192934136,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","1000 milliliter","tiamulinvätefumarat",32035,43,5375,"g",45650.0656261689,2008,1,1061.62943316672,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., lösning för användning i dricksvatten 125 mg/ml","Flaska","5000 milliliter","tiamulinvätefumarat",112662,36,22500,"g",160544.020401918,2008,1,4459.55612227549,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., premix till medicinfoder 20 mg/g","Påse","25 kilogram","tiamulinvätefumarat",15183,7,3500,"g",21635.8653473427,2008,1,3090.83790676324,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ01","Denagard vet., premix till medicinfoder 20 mg/g","Påse","5 kilogram","tiamulinvätefumarat",2935,5,500,"g",4182.3924648917,2008,1,836.47849297834,2008-01-01
200801,"Gris, animalieproduktion - 12","QJ01XQ02","Econor, premix till medicinfoder 10 %","Påse","25 kilogram","valnemulinhydroklorid",26754,2,5.325,"g",38124.6092012649,2008,1,19062.3046006325,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01CA04","Vetrimoxin vet., tablett 450 mg","Blister","16 tablett(er)","amoxicillintrihydrat",162.5,1,8.264,"g",231.563466965895,2008,1,231.563466965895,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",173,2,60,"g",246.526029446768,2008,1,123.263014723384,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","5 x 100 milliliter","bensylpenicillinprokainmonohydrat",539,2,300,"g",768.078207351491,2008,1,384.039103675746,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01EW10","Tribrissen vet tabl 400/80mg","Blister","20 styck","sulfadiazin",191,2,16,"g",272.176136556836,2008,1,136.088068278418,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01EW10","Tribrissen vet tabl 400/80mg","Blister","20 styck","trimetoprim",191,2,3.2,"g",272.176136556836,2008,1,136.088068278418,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01FA90","Tylan vet., inj-vätska, lösning 200 mg/ml","Flaska","100 milliliter","tylosin",1590,4,80,"g",2265.75946138937,2008,1,566.439865347343,2008-01-01
200801,"Gris, sällskapsdjur - 50","QJ01MA90","Baytril vet., inj-vätska, lösning 25 mg/ml","Injektionsflaska","50 milliliter","enrofloxacin",862.5,5,6.25,"g",1229.06763235744,2008,1,245.813526471488,2008-01-01
200801,"Gris","QJ01","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas","Kan ej redovisas",285220,843,35845.08,"g",406440.197218539,2008,1,482.13546526517,2008-01-01
200802,"Gris, animalieproduktion - 12","QJ01AA02","Pulmodox vet, premix till medicinfoder 5 %","Påse","5 kilogram","doxycyklinhyklat",13356,12,3330,"g",18955.6775941479,2008,2,1579.63979951233,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","10 x 100 milliliter","oxitetracyklinhydroklorid",6330,10,1130,"g",8983.9352479003,2008,2,898.39352479003,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01AA06","Engemycin vet., inj-vätska, lösning 100 mg/ml","Injektionsflaska","100 milliliter","oxitetracyklinhydroklorid",5265.5,57,644.1,"g",7473.12970739637,2008,2,131.107538726252,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","500 gram","oxitetracyklinhydroklorid",8085,21,2310,"g",11474.7419398537,2008,2,546.416282850176,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01AA06","Terramycin vet., oralt pulver 20 %","Burk","6 x 500 gram","oxitetracyklinhydroklorid",2011,1,660,"g",2854.13803847196,2008,2,2854.13803847196,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE01","Geepenil vet., pulv och vätska till inj-vätska, lösning 24 g","Flaska","24 gram","bensylpenicillinnatrium",616,4,2304,"g",874.266052560282,2008,2,218.56651314007,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","100 milliliter","bensylpenicillinprokainmonohydrat",5676,66,1980,"g",8055.73719859117,2008,2,122.056624221078,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 100 milliliter","bensylpenicillinprokainmonohydrat",60435,102,36720,"g",85773.1637767543,2008,2,840.913370360336,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","12 x 250 milliliter","bensylpenicillinprokainmonohydrat",9096,8,7200,"g",12909.6169059875,2008,2,1613.70211324844,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","250 milliliter","bensylpenicillinprokainmonohydrat",1620,12,900,"g",2299.20617718775,2008,2,191.600514765646,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","48 x 100 milliliter","bensylpenicillinprokainmonohydrat",13842.5,7,10080,"g",19646.1490788404,2008,2,2806.59272554863,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Ethacilin vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","96 x 100 milliliter","bensylpenicillinprokainmonohydrat",3938,1,2880,"g",5589.05797886752,2008,2,5589.05797886752,2008-02-01
200802,"Gris, animalieproduktion - 12","QJ01CE09","Penovet vet., inj-vätska, suspension 300 mg/ml","Injektionsflaska","10 x 5 x 100 milliliter","bensylpenicillinprokainmonohydrat",14619.5,7,10500,"g",20748.9164860471,2008,2,2964.13092657816,2008-02-01
